Settlement Date,Spot Price ($/MWh),Scheduled Demand (MW),Scheduled Generation (MW),Semi Scheduled Generation (MW),Net Import (MW),Type
12/06/2020 00:00,11.3,1156.28,1543.924,58.356,464.93,ACTUAL
12/06/2020 00:05,11.3,1149.5,1534.559,60.941,464.93,ACTUAL
12/06/2020 00:10,11.3,1142.45,1522.251,66.199,464.93,ACTUAL
12/06/2020 00:15,11.3,1141.64,1512.925,74.715,464.93,ACTUAL
12/06/2020 00:20,11.3,1149.44,1514.943,80.497,464.93,ACTUAL
12/06/2020 00:25,11.3,1147.01,1513.72,79.29,464.93,ACTUAL
12/06/2020 00:30,11.3,1139.48,1503.648,81.832,464.93,ACTUAL
12/06/2020 00:35,11.3,1138.26,1502.011,82.249,464.93,ACTUAL
12/06/2020 00:40,11.3,1117.8,1479.366,84.434,464.93,ACTUAL
12/06/2020 00:45,11.3,1114.27,1471.318,88.95200000000001,464.93,ACTUAL
12/06/2020 00:50,11.3,1115.91,1467.3970000000002,94.51299999999999,464.93,ACTUAL
12/06/2020 00:55,11.28,1104.35,1450.0829999999999,100.26700000000001,464.93,ACTUAL
12/06/2020 01:00,11.28,1089.52,1426.13,109.39,464.93,ACTUAL
12/06/2020 01:05,2.59401,1083.6,1417.217,112.383,464.93,ACTUAL
12/06/2020 01:10,48.536,1090.95,1415.14,119.2,462.08,ACTUAL
12/06/2020 01:15,53.81021,1087.24,1401.1870000000001,117.303,448.89,ACTUAL
12/06/2020 01:20,32.19442,1084.64,1384.885,117.265,433.99,ACTUAL
12/06/2020 01:25,42.95843,1083.06,1379.108,119.72200000000001,432.11,ACTUAL
12/06/2020 01:30,41.303740000000005,1074.33,1376.987,122.25299999999999,442.01,ACTUAL
12/06/2020 01:35,57.7522,1064.6,1277.499,128.55100000000002,352.23,ACTUAL
12/06/2020 01:40,39.48165,1061.0,1269.028,133.442,352.26,ACTUAL
12/06/2020 01:45,39.81728,1058.89,1264.903,135.477,352.28,ACTUAL
12/06/2020 01:50,41.1791,1072.52,1262.4289999999999,135.731,335.38,ACTUAL
12/06/2020 01:55,33.60957,1065.6,1254.705,136.495,335.35,ACTUAL
12/06/2020 02:00,33.62423,1067.71,1250.548,133.612,325.62,ACTUAL
12/06/2020 02:05,402.15333,1036.11,1040.248,135.262,140.88,ACTUAL
12/06/2020 02:10,134.23,1015.66,924.683,141.977,51.07,ACTUAL
12/06/2020 02:15,134.23,1002.1,840.61,141.24,-20.13,ACTUAL
12/06/2020 02:20,51.000640000000004,1000.83,761.5089999999999,133.371,-104.37,ACTUAL
12/06/2020 02:25,28.85865,981.66,752.939,129.101,-99.62,ACTUAL
12/06/2020 02:30,19.41546,992.17,751.154,135.446,-105.57,ACTUAL
12/06/2020 02:35,44.39731,1015.0,730.1210000000001,139.759,-145.12,ACTUAL
12/06/2020 02:40,43.78253,1030.78,728.692,132.918,-169.17,ACTUAL
12/06/2020 02:45,26.272809999999996,1011.74,727.954,131.226,-152.56,ACTUAL
12/06/2020 02:50,38.52261,1012.99,729.071,129.809,-154.11,ACTUAL
12/06/2020 02:55,31.344890000000003,1016.13,729.909,132.691,-153.53,ACTUAL
12/06/2020 03:00,32.48375,1014.56,730.91,128.15,-155.5,ACTUAL
12/06/2020 03:05,29.96358,1000.74,729.9780000000001,128.90200000000002,-141.86,ACTUAL
12/06/2020 03:10,35.26638,1015.21,729.242,118.65799999999999,-167.32,ACTUAL
12/06/2020 03:15,38.19113,1031.63,727.6419999999999,123.148,-180.84,ACTUAL
12/06/2020 03:20,22.44691,1012.21,791.047,119.65299999999999,-101.51,ACTUAL
12/06/2020 03:25,22.02519,1032.19,792.429,116.801,-122.96,ACTUAL
12/06/2020 03:30,23.975479999999997,1027.89,793.7810000000001,113.949,-120.16,ACTUAL
12/06/2020 03:35,29.68742,1033.23,794.191,113.719,-125.32,ACTUAL
12/06/2020 03:40,29.00978,1022.71,792.5139999999999,117.866,-112.33,ACTUAL
12/06/2020 03:45,28.0416,1030.94,792.5110000000001,120.199,-118.24,ACTUAL
12/06/2020 03:50,27.96527,1025.8,792.898,119.712,-113.18,ACTUAL
12/06/2020 03:55,29.824540000000002,1027.29,792.352,123.118,-111.83,ACTUAL
12/06/2020 04:00,24.71346,1030.47,792.4780000000001,120.652,-117.33,ACTUAL
12/06/2020 04:05,28.8691,1035.12,749.785,116.825,-168.51,ACTUAL
12/06/2020 04:10,22.936,1036.19,773.8,108.92,-153.47,ACTUAL
12/06/2020 04:15,28.96616,1027.76,773.653,107.32700000000001,-146.79,ACTUAL
12/06/2020 04:20,30.24933,1032.99,773.185,102.695,-157.11,ACTUAL
12/06/2020 04:25,29.366690000000002,1036.15,775.163,100.87700000000001,-160.11,ACTUAL
12/06/2020 04:30,22.76535,1024.49,775.296,103.72399999999999,-145.47,ACTUAL
12/06/2020 04:35,25.35385,1055.07,777.033,108.947,-169.09,ACTUAL
12/06/2020 04:40,29.5188,1055.54,777.159,111.84100000000001,-166.54,ACTUAL
12/06/2020 04:45,33.36844,1061.38,775.98,107.06,-178.34,ACTUAL
12/06/2020 04:50,29.40457,1042.38,774.836,109.014,-158.53,ACTUAL
12/06/2020 04:55,37.25314,1065.23,775.7810000000001,106.12899999999999,-183.32,ACTUAL
12/06/2020 05:00,36.44314,1070.43,774.345,109.215,-186.88,ACTUAL
12/06/2020 05:05,34.764540000000004,1080.2,780.7280000000001,110.84200000000001,-188.63,ACTUAL
12/06/2020 05:10,31.4252,1082.38,831.3960000000001,112.954,-138.02,ACTUAL
12/06/2020 05:15,31.4252,1086.35,830.466,115.954,-139.93,ACTUAL
12/06/2020 05:20,32.339690000000004,1093.79,831.043,114.32700000000001,-148.43,ACTUAL
12/06/2020 05:25,35.51962,1096.81,829.78,113.68,-153.35,ACTUAL
12/06/2020 05:30,38.255590000000005,1113.61,830.2739999999999,115.336,-168.0,ACTUAL
12/06/2020 05:35,23.34798,1068.27,834.4830000000001,113.057,-120.73,ACTUAL
12/06/2020 05:40,35.82588,1124.15,877.878,118.762,-127.5,ACTUAL
12/06/2020 05:45,41.6049,1142.04,879.793,129.727,-132.52,ACTUAL
12/06/2020 05:50,38.17024,1133.75,879.334,146.166,-108.25,ACTUAL
12/06/2020 05:55,29.50475,1111.03,880.297,156.373,-74.36,ACTUAL
12/06/2020 06:00,69.38274,1147.33,882.9689999999999,152.461,-111.9,ACTUAL
12/06/2020 06:05,-41.38,1162.49,912.5989999999999,149.891,-100.0,ACTUAL
12/06/2020 06:10,-0.63694,1175.25,1156.595,148.455,129.8,ACTUAL
12/06/2020 06:15,36.91444,1186.9,1257.26,147.85,222.31,ACTUAL
12/06/2020 06:20,44.36833,1228.75,1260.965,154.375,189.48,ACTUAL
12/06/2020 06:25,73.65385,1236.67,1263.259,154.841,184.15,ACTUAL
12/06/2020 06:30,75.18149,1263.47,1266.542,149.298,154.19,ACTUAL
12/06/2020 06:35,1.5016,1273.83,1443.296,151.924,330.87,ACTUAL
12/06/2020 06:40,2.72893,1289.12,1490.9160000000002,151.434,364.82,ACTUAL
12/06/2020 06:45,1.05243,1299.17,1521.6779999999999,150.142,385.63,ACTUAL
12/06/2020 06:50,51.580740000000006,1354.76,1604.595,150.215,415.12,ACTUAL
12/06/2020 06:55,62.6512,1341.89,1605.261,146.389,425.61,ACTUAL
12/06/2020 07:00,65.11949,1364.22,1604.2620000000002,146.028,400.05,ACTUAL
12/06/2020 07:05,34.817009999999996,1398.68,1656.1789999999999,146.241,419.1,ACTUAL
12/06/2020 07:10,25.62181,1401.74,1688.421,151.039,455.92,ACTUAL
12/06/2020 07:15,39.36923,1445.13,1691.102,155.188,416.31,ACTUAL
12/06/2020 07:20,36.03223,1443.05,1692.1170000000002,155.923,420.45,ACTUAL
12/06/2020 07:25,36.64175,1441.12,1690.385,150.995,415.34,ACTUAL
12/06/2020 07:30,41.58602,1454.07,1689.6879999999999,149.292,398.81,ACTUAL
12/06/2020 07:35,46.03931,1489.15,1736.9389999999999,146.511,408.91,ACTUAL
12/06/2020 07:40,128.61886,1501.84,1748.66,146.05,407.37,ACTUAL
12/06/2020 07:45,81.54762,1517.82,1811.632,144.298,456.34,ACTUAL
12/06/2020 07:50,11.37,1503.26,1801.9370000000001,147.32299999999998,464.93,ACTUAL
12/06/2020 07:55,11.38,1552.36,1850.497,147.863,464.93,ACTUAL
12/06/2020 08:00,11.38,1542.98,1841.168,147.812,464.93,ACTUAL
12/06/2020 08:05,32.1074,1541.12,1823.04,148.59,448.08,ACTUAL
12/06/2020 08:10,33.89424,1550.39,1828.902,144.678,440.14,ACTUAL
12/06/2020 08:15,35.88705,1543.19,1826.404,140.496,440.7,ACTUAL
12/06/2020 08:20,42.36245,1566.14,1825.879,135.931,410.39,ACTUAL
12/06/2020 08:25,39.47286,1549.84,1825.388,137.312,428.96,ACTUAL
12/06/2020 08:30,41.537459999999996,1565.06,1826.749,135.05100000000002,411.55,ACTUAL
12/06/2020 08:35,37.86782,1560.56,1813.3770000000002,134.743,401.65,ACTUAL
12/06/2020 08:40,37.04994,1572.13,1814.4289999999999,132.101,387.51,ACTUAL
12/06/2020 08:45,33.73976,1571.75,1817.5279999999998,130.792,389.84,ACTUAL
12/06/2020 08:50,40.99138,1575.87,1815.138,128.502,380.39,ACTUAL
12/06/2020 08:55,38.96771,1552.74,1811.828,130.46200000000002,403.8,ACTUAL
12/06/2020 09:00,29.84608,1546.61,1810.766,130.464,409.27,ACTUAL
12/06/2020 09:05,53.45945,1555.49,1771.098,131.782,358.58,ACTUAL
12/06/2020 09:10,53.45945,1554.26,1773.09,129.5,359.58,ACTUAL
12/06/2020 09:15,46.044779999999996,1550.36,1772.543,131.637,365.45,ACTUAL
12/06/2020 09:20,52.47221999999999,1556.36,1772.622,131.998,359.51,ACTUAL
12/06/2020 09:25,44.68079,1551.03,1771.009,133.101,364.65,ACTUAL
12/06/2020 09:30,44.56828,1541.44,1771.149,135.101,377.21,ACTUAL
12/06/2020 09:35,50.75799,1530.94,1758.5420000000001,141.218,381.52,ACTUAL
12/06/2020 09:40,50.79527,1537.14,1763.237,145.173,384.15,ACTUAL
12/06/2020 09:45,50.79527,1539.63,1764.567,145.023,382.74,ACTUAL
12/06/2020 09:50,32.85329,1499.08,1786.12,145.9,450.72,ACTUAL
12/06/2020 09:55,36.10875,1511.61,1787.2979999999998,153.442,446.59,ACTUAL
12/06/2020 10:00,38.68056,1504.97,1788.128,155.562,457.01,ACTUAL
12/06/2020 10:05,24.435760000000002,1504.64,1787.505,162.335,464.05,ACTUAL
12/06/2020 10:10,37.29789,1508.16,1787.082,162.94799999999998,460.43,ACTUAL
12/06/2020 10:15,11.38,1484.63,1771.727,158.903,464.93,ACTUAL
12/06/2020 10:20,11.39,1490.82,1776.346,160.474,464.93,ACTUAL
12/06/2020 10:25,11.38,1477.13,1763.729,159.401,464.93,ACTUAL
12/06/2020 10:30,11.38,1474.39,1764.671,155.719,464.93,ACTUAL
12/06/2020 10:35,39.71594,1483.84,1759.5420000000001,152.888,446.0,ACTUAL
12/06/2020 10:40,11.38,1447.81,1750.023,143.787,464.93,ACTUAL
12/06/2020 10:45,44.659659999999995,1453.61,1759.529,138.601,463.32,ACTUAL
12/06/2020 10:50,36.707679999999996,1448.59,1759.036,134.304,463.57,ACTUAL
12/06/2020 10:55,11.38,1441.92,1755.66,132.26,464.93,ACTUAL
12/06/2020 11:00,11.38,1434.44,1742.527,137.91299999999998,464.93,ACTUAL
12/06/2020 11:05,40.42494,1425.15,1724.789,140.961,459.05,ACTUAL
12/06/2020 11:10,35.958890000000004,1415.87,1706.8120000000001,130.858,438.64,ACTUAL
12/06/2020 11:15,38.985640000000004,1411.44,1689.27,122.4,415.31,ACTUAL
12/06/2020 11:20,28.532790000000002,1395.09,1670.244,126.906,417.29,ACTUAL
12/06/2020 11:25,24.242639999999998,1377.44,1650.135,127.645,415.42,ACTUAL
12/06/2020 11:30,34.60944,1388.77,1629.2379999999998,121.83200000000001,374.52,ACTUAL
12/06/2020 11:35,35.42839,1390.15,1590.4370000000001,132.953,343.48,ACTUAL
12/06/2020 11:40,35.97978,1403.35,1587.5970000000002,136.513,330.2,ACTUAL
12/06/2020 11:45,36.058409999999995,1404.43,1583.8129999999999,143.937,332.92,ACTUAL
12/06/2020 11:50,36.34815,1436.04,1578.815,146.355,296.68,ACTUAL
12/06/2020 11:55,36.441320000000005,1440.15,1572.615,145.595,285.0,ACTUAL
12/06/2020 12:00,36.62911,1444.12,1566.6629999999998,137.197,265.73,ACTUAL
12/06/2020 12:05,48.09173,1450.78,1409.4160000000002,132.504,91.65,ACTUAL
12/06/2020 12:10,402.42,1433.17,1389.914,128.906,86.08,ACTUAL
12/06/2020 12:15,70.03069,1421.37,1378.53,125.93,83.48,ACTUAL
12/06/2020 12:20,66.41353000000001,1421.98,1378.33,123.95,80.66,ACTUAL
12/06/2020 12:25,36.41395,1413.08,1455.8370000000002,121.04299999999999,165.96,ACTUAL
12/06/2020 12:30,36.407309999999995,1407.5,1456.162,115.88799999999999,166.72,ACTUAL
12/06/2020 12:35,37.34612,1415.26,1456.969,115.671,159.34,ACTUAL
12/06/2020 12:40,37.870459999999994,1414.11,1456.32,118.3,162.57,ACTUAL
12/06/2020 12:45,39.534440000000004,1423.52,1456.9460000000001,108.014,142.97,ACTUAL
12/06/2020 12:50,38.77814,1409.43,1457.2420000000002,107.448,157.16,ACTUAL
12/06/2020 12:55,36.31865,1391.04,1455.985,104.635,171.9,ACTUAL
12/06/2020 13:00,36.41395,1399.79,1457.612,106.71799999999999,166.71,ACTUAL
12/06/2020 13:05,37.20425,1400.28,1457.4270000000001,116.223,175.82,ACTUAL
12/06/2020 13:10,37.30187,1409.36,1456.352,120.29799999999999,169.54,ACTUAL
12/06/2020 13:15,37.30187,1410.64,1455.457,118.39299999999999,165.35,ACTUAL
12/06/2020 13:20,36.31865,1402.15,1453.5479999999998,118.20200000000001,171.92,ACTUAL
12/06/2020 13:25,36.31865,1390.2,1454.295,113.915,180.6,ACTUAL
12/06/2020 13:30,34.64074,1396.46,1455.693,113.57700000000001,175.24,ACTUAL
12/06/2020 13:35,42.37296,1404.58,1382.6960000000001,118.124,96.83,ACTUAL
12/06/2020 13:40,41.039429999999996,1394.33,1382.664,123.406,112.6,ACTUAL
12/06/2020 13:45,41.4363,1393.79,1382.307,118.863,108.16,ACTUAL
12/06/2020 13:50,41.04289,1400.32,1399.756,122.844,123.36,ACTUAL
12/06/2020 13:55,41.280879999999996,1395.72,1414.046,116.464,136.15,ACTUAL
12/06/2020 14:00,40.68084,1387.58,1411.203,113.95700000000001,139.01,ACTUAL
12/06/2020 14:05,41.4363,1417.2,1412.271,109.48899999999999,105.28,ACTUAL
12/06/2020 14:10,41.552170000000004,1411.98,1412.818,115.602,117.4,ACTUAL
12/06/2020 14:15,37.20425,1405.04,1454.91,123.26,175.57,ACTUAL
12/06/2020 14:20,37.20425,1415.68,1456.86,130.9,174.48,ACTUAL
12/06/2020 14:25,40.40398,1410.07,1457.8339999999998,132.526,182.96,ACTUAL
12/06/2020 14:30,36.723729999999996,1395.37,1512.0929999999998,126.837,248.77,ACTUAL
12/06/2020 14:35,37.30187,1420.43,1433.5729999999999,149.89700000000002,165.17,ACTUAL
12/06/2020 14:40,39.96888,1410.89,1433.5810000000001,145.22899999999998,170.19,ACTUAL
12/06/2020 14:45,39.321709999999996,1418.04,1432.848,142.232,158.99,ACTUAL
12/06/2020 14:50,41.08546,1393.6,1433.578,138.68200000000002,181.28,ACTUAL
12/06/2020 14:55,38.83033,1401.32,1433.7920000000001,140.428,175.33,ACTUAL
12/06/2020 15:00,46.76104,1409.49,1434.934,131.45600000000002,158.84,ACTUAL
12/06/2020 15:05,37.10714,1392.56,1465.434,112.786,188.51,ACTUAL
12/06/2020 15:10,50.60603,1414.96,1466.5610000000001,112.559,166.32,ACTUAL
12/06/2020 15:15,37.939370000000004,1402.61,1462.781,101.089,163.34,ACTUAL
12/06/2020 15:20,37.10714,1381.49,1463.421,109.979,194.98,ACTUAL
12/06/2020 15:25,37.01054,1402.49,1465.975,142.695,209.79,ACTUAL
12/06/2020 15:30,36.91444,1418.91,1466.3339999999998,167.02599999999998,218.39,ACTUAL
12/06/2020 15:35,36.81884,1426.71,1469.2520000000002,179.22799999999998,226.01,ACTUAL
12/06/2020 15:40,36.441320000000005,1425.49,1513.4720000000002,186.178,280.9,ACTUAL
12/06/2020 15:45,37.33128,1427.71,1512.013,173.11700000000002,263.29,ACTUAL
12/06/2020 15:50,46.96656,1433.09,1508.6660000000002,161.254,241.74,ACTUAL
12/06/2020 15:55,55.93232,1442.19,1510.674,156.366,229.22,ACTUAL
12/06/2020 16:00,56.07755,1458.16,1511.467,160.293,217.51,ACTUAL
12/06/2020 16:05,37.10714,1435.04,1472.5870000000002,150.16299999999998,190.64,ACTUAL
12/06/2020 16:10,42.33578,1450.27,1474.9520000000002,137.59799999999998,164.38,ACTUAL
12/06/2020 16:15,45.87836,1432.85,1473.8339999999998,137.686,181.28,ACTUAL
12/06/2020 16:20,48.899809999999995,1452.43,1473.16,157.03,180.35,ACTUAL
12/06/2020 16:25,42.80395,1455.56,1473.9270000000001,173.153,194.58,ACTUAL
12/06/2020 16:30,56.370290000000004,1462.03,1476.408,172.982,190.28,ACTUAL
12/06/2020 16:35,53.24174,1472.98,1491.0739999999998,167.946,188.91,ACTUAL
12/06/2020 16:40,48.58992,1482.43,1532.901,160.879,215.17,ACTUAL
12/06/2020 16:45,56.22354,1477.91,1533.999,149.181,208.85,ACTUAL
12/06/2020 16:50,48.716409999999996,1481.35,1534.546,149.114,205.78,ACTUAL
12/06/2020 16:55,47.2222,1489.68,1535.193,158.607,207.65,ACTUAL
12/06/2020 17:00,56.22354,1510.4,1536.5079999999998,180.062,209.78,ACTUAL
12/06/2020 17:05,39.9145,1513.63,1655.8139999999999,191.02599999999998,343.44,ACTUAL
12/06/2020 17:10,45.11027,1517.54,1661.683,193.27700000000002,347.93,ACTUAL
12/06/2020 17:15,45.65478,1534.84,1663.104,182.80599999999998,319.9,ACTUAL
12/06/2020 17:20,49.048359999999995,1533.87,1672.479,174.46099999999998,322.03,ACTUAL
12/06/2020 17:25,47.77397,1518.0,1670.8829999999998,165.42700000000002,327.6,ACTUAL
12/06/2020 17:30,55.358830000000005,1542.92,1672.0970000000002,151.513,287.78,ACTUAL
12/06/2020 17:35,54.79699,1519.23,1712.6779999999999,144.502,348.5,ACTUAL
12/06/2020 17:40,54.93638000000001,1534.02,1715.389,143.511,334.58,ACTUAL
12/06/2020 17:45,54.79699,1522.95,1715.4489999999998,132.761,334.98,ACTUAL
12/06/2020 17:50,55.076480000000004,1532.27,1717.345,116.535,309.88,ACTUAL
12/06/2020 17:55,55.358830000000005,1536.55,1716.5339999999999,95.896,282.71,ACTUAL
12/06/2020 18:00,51.55109,1503.22,1715.3029999999999,107.977,329.46,ACTUAL
12/06/2020 18:05,50.17275,1502.22,1569.19,111.71,181.3,ACTUAL
12/06/2020 18:10,48.98108,1497.72,1561.704,109.296,175.72,ACTUAL
12/06/2020 18:15,48.97139,1487.03,1563.068,102.522,181.18,ACTUAL
12/06/2020 18:20,49.89611,1485.84,1566.714,80.706,163.66,ACTUAL
12/06/2020 18:25,49.49192,1490.67,1566.04,70.56,147.57,ACTUAL
12/06/2020 18:30,50.93047,1483.62,1564.777,60.333,143.02,ACTUAL
12/06/2020 18:35,44.231770000000004,1482.27,1621.854,45.746,188.18,ACTUAL
12/06/2020 18:40,43.51886,1480.9,1622.056,29.684,173.21,ACTUAL
12/06/2020 18:45,44.21575,1467.75,1623.4,20.63,178.83,ACTUAL
12/06/2020 18:50,42.758179999999996,1469.77,1623.126,19.074,174.85,ACTUAL
12/06/2020 18:55,40.96747,1444.71,1621.986,22.124000000000002,202.76,ACTUAL
12/06/2020 19:00,41.50922,1457.42,1625.3970000000002,22.783,193.8,ACTUAL
12/06/2020 19:05,44.54892,1450.93,1560.7679999999998,25.851999999999997,137.07,ACTUAL
12/06/2020 19:10,42.48259,1425.47,1545.9270000000001,27.653000000000002,149.81,ACTUAL
12/06/2020 19:15,42.48259,1420.09,1544.22,27.23,153.15,ACTUAL
12/06/2020 19:20,37.89921,1404.84,1562.2320000000002,27.178,187.39,ACTUAL
12/06/2020 19:25,37.564040000000006,1423.19,1560.293,26.916999999999998,166.17,ACTUAL
12/06/2020 19:30,39.47244,1412.83,1555.273,27.546999999999997,172.32,ACTUAL
12/06/2020 19:35,41.14917,1409.74,1563.0079999999998,36.082,192.34,ACTUAL
12/06/2020 19:40,40.87126,1391.75,1555.763,36.797,204.21,ACTUAL
12/06/2020 19:45,37.01054,1382.29,1550.0739999999998,39.556,211.0,ACTUAL
12/06/2020 19:50,37.36795,1405.51,1547.815,42.545,187.67,ACTUAL
12/06/2020 19:55,37.80055,1387.99,1541.9279999999999,42.852,200.05,ACTUAL
12/06/2020 20:00,37.644740000000006,1371.22,1537.8120000000001,44.858000000000004,215.27,ACTUAL
12/06/2020 20:05,37.36795,1393.74,1535.404,41.896,186.34,ACTUAL
12/06/2020 20:10,402.44,1395.64,1440.5829999999999,36.077,81.38,ACTUAL
12/06/2020 20:15,48.553129999999996,1377.54,1427.475,35.745,86.11,ACTUAL
12/06/2020 20:20,46.057190000000006,1366.51,1421.1860000000001,36.204,91.39,ACTUAL
12/06/2020 20:25,38.889720000000004,1328.5,1417.621,39.729,130.07,ACTUAL
12/06/2020 20:30,39.211290000000005,1321.64,1413.254,47.206,140.28,ACTUAL
12/06/2020 20:35,36.87632,1324.38,1410.59,62.63,150.56,ACTUAL
12/06/2020 20:40,36.73601,1326.83,1398.703,75.477,149.03,ACTUAL
12/06/2020 20:45,35.96989,1319.58,1398.001,82.76899999999999,163.26,ACTUAL
12/06/2020 20:50,35.14651,1312.25,1397.0279999999998,82.412,169.45,ACTUAL
12/06/2020 20:55,35.15429,1322.75,1385.0839999999998,91.96600000000001,156.17,ACTUAL
12/06/2020 21:00,34.382909999999995,1308.96,1381.365,96.435,171.14,ACTUAL
12/06/2020 21:05,55.28018,1293.18,1263.907,101.15299999999999,72.14,ACTUAL
12/06/2020 21:10,49.39475,1282.65,1259.963,104.177,81.86,ACTUAL
12/06/2020 21:15,51.09288,1281.38,1252.586,106.384,77.91,ACTUAL
12/06/2020 21:20,78.27932,1287.24,1243.3239999999998,106.396,62.64,ACTUAL
12/06/2020 21:25,50.08676,1272.62,1236.895,111.925,76.51,ACTUAL
12/06/2020 21:30,60.656130000000005,1289.07,1194.861,106.419,12.18,ACTUAL
12/06/2020 21:35,37.165859999999995,1269.75,1099.703,117.417,-52.14,ACTUAL
12/06/2020 21:40,27.40542,1254.32,1041.724,123.286,-89.32,ACTUAL
12/06/2020 21:45,31.24145,1234.45,993.137,126.23299999999999,-115.08,ACTUAL
12/06/2020 21:50,30.94724,1248.77,1001.471,129.089,-118.22,ACTUAL
12/06/2020 21:55,28.187759999999997,1228.31,998.794,129.14600000000002,-100.38,ACTUAL
12/06/2020 22:00,22.75035,1227.81,998.1469999999999,129.203,-100.46,ACTUAL
12/06/2020 22:05,27.764390000000002,1223.73,995.0089999999999,129.251,-99.47,ACTUAL
12/06/2020 22:10,26.39418,1215.57,996.252,129.28799999999998,-90.03,ACTUAL
12/06/2020 22:15,26.05793,1213.31,996.306,129.834,-87.16,ACTUAL
12/06/2020 22:20,21.49946,1206.67,996.192,129.84799999999998,-80.63,ACTUAL
12/06/2020 22:25,14.61041,1197.57,996.578,129.862,-71.13,ACTUAL
12/06/2020 22:30,17.997770000000003,1194.38,995.5039999999999,129.876,-69.0,ACTUAL
12/06/2020 22:35,27.24232,1185.02,937.8589999999999,129.891,-117.27,ACTUAL
12/06/2020 22:40,21.18379,1167.47,937.0189999999999,129.821,-100.63,ACTUAL
12/06/2020 22:45,20.38648,1163.13,937.315,129.835,-95.98,ACTUAL
12/06/2020 22:50,16.94654,1152.95,937.201,129.849,-85.9,ACTUAL
12/06/2020 22:55,17.25273,1147.05,939.2769999999999,129.863,-77.91,ACTUAL
12/06/2020 23:00,19.781670000000002,1137.13,880.5419999999999,129.878,-126.71,ACTUAL
12/06/2020 23:05,26.3583,1121.57,877.2669999999999,129.893,-114.4,ACTUAL
12/06/2020 23:10,22.104870000000002,1129.24,924.288,129.822,-75.13,ACTUAL
12/06/2020 23:15,22.796310000000002,1124.35,918.914,129.836,-75.59,ACTUAL
12/06/2020 23:20,22.8104,1116.33,913.19,129.85,-73.29,ACTUAL
12/06/2020 23:25,18.90372,1110.14,912.525,129.865,-67.75,ACTUAL
12/06/2020 23:30,19.374370000000003,1103.85,908.331,129.879,-65.64,ACTUAL
12/06/2020 23:35,35.14034,1096.86,824.415,129.895,-142.56,ACTUAL
12/06/2020 23:40,33.7252,1076.37,811.078,129.822,-135.47,ACTUAL
12/06/2020 23:45,35.0052,1071.35,807.413,129.83700000000002,-134.1,ACTUAL
12/06/2020 23:50,36.4052,1070.21,799.9680000000001,129.852,-140.39,ACTUAL
12/06/2020 23:55,36.4052,1066.13,795.8439999999999,129.866,-140.42,ACTUAL
13/06/2020 00:00,39.34417,1087.44,791.7189999999999,129.881,-165.84,ACTUAL
13/06/2020 00:05,40.64659,1059.27,697.7330000000001,129.89700000000002,-231.64,ACTUAL
13/06/2020 00:10,40.64659,1049.82,687.0269999999999,129.82299999999998,-232.97,ACTUAL
13/06/2020 00:15,38.369690000000006,1042.02,760.6419999999999,129.838,-151.55,ACTUAL
13/06/2020 00:20,36.77417,1047.87,757.057,129.85299999999998,-160.95,ACTUAL
13/06/2020 00:25,37.64417,1052.32,759.622,129.868,-162.83,ACTUAL
13/06/2020 00:30,36.744170000000004,1051.92,761.857,129.88299999999998,-160.18,ACTUAL
13/06/2020 00:35,37.70417,1044.72,751.5010000000001,129.899,-163.32,ACTUAL
13/06/2020 00:40,39.43417,1048.99,751.437,129.82299999999998,-167.72,ACTUAL
13/06/2020 00:45,37.95417,1048.7,753.711,129.839,-165.15,ACTUAL
13/06/2020 00:50,40.068659999999994,1053.41,753.4760000000001,129.85399999999998,-170.07,ACTUAL
13/06/2020 00:55,38.4545,1054.45,752.2610000000001,129.869,-172.32,ACTUAL
13/06/2020 01:00,33.048790000000004,1051.2,751.3660000000001,129.884,-169.95,ACTUAL
13/06/2020 01:05,39.958659999999995,1040.15,739.727,129.903,-170.52,ACTUAL
13/06/2020 01:10,37.68417,1036.65,740.054,129.826,-166.78,ACTUAL
13/06/2020 01:15,34.72955,1037.02,740.2360000000001,129.844,-166.93,ACTUAL
13/06/2020 01:20,33.276720000000005,1042.15,741.5980000000001,129.862,-170.69,ACTUAL
13/06/2020 01:25,28.24325,1038.19,741.2310000000001,129.879,-167.08,ACTUAL
13/06/2020 01:30,29.758059999999997,1042.96,741.3330000000001,129.89700000000002,-171.73,ACTUAL
13/06/2020 01:35,25.34,1045.64,761.6030000000001,129.917,-154.11,ACTUAL
13/06/2020 01:40,26.70986,1053.97,765.4910000000001,129.969,-158.51,ACTUAL
13/06/2020 01:45,22.883110000000002,1042.09,754.888,130.02200000000002,-157.18,ACTUAL
13/06/2020 01:50,22.77494,1042.16,752.013,133.30700000000002,-156.84,ACTUAL
13/06/2020 01:55,12.437510000000001,1028.14,743.1560000000001,132.884,-152.09,ACTUAL
13/06/2020 02:00,23.04716,1031.12,737.939,132.691,-160.49,ACTUAL
13/06/2020 02:05,19.873829999999998,1019.6,730.6239999999999,132.156,-156.82,ACTUAL
13/06/2020 02:10,7.035189999999999,1021.37,727.773,132.887,-160.71,ACTUAL
13/06/2020 02:15,9.069469999999999,1024.12,719.435,132.435,-172.25,ACTUAL
13/06/2020 02:20,8.91676,1019.81,715.8560000000001,132.674,-171.28,ACTUAL
